claim_id,kind,label,caption,path,line,status
CLAIM-0208,theorem,thm:6.2,\begin{theorem}[$\mathbf{Hilb_{CIIR}}$ is a Well-Defined Category],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,399,asserted-only
CLAIM-0209,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,413,proof-block-present
CLAIM-0210,lemma,lem:6.3,\begin{lemma}[Isomorphisms in $\mathbf{Hilb_{CIIR}}$],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,442,asserted-only
CLAIM-0211,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,451,proof-block-present
CLAIM-0212,definition,def:6.9,\begin{definition}[Action of $\mathbf{F}$ on Objects],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,467,asserted-only
CLAIM-0213,definition,def:6.10,\begin{definition}[Action of $\mathbf{F}$ on Morphisms],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,480,asserted-only
CLAIM-0214,lemma,lem:6.4,\begin{lemma}[$\mathbf{F}(f)$ is a Well-Defined Representation Morphism],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,489,asserted-only
CLAIM-0215,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,496,proof-block-present
CLAIM-0216,theorem,thm:6.3,\begin{theorem}[$\mathbf{F}$ is a Well-Defined Functor],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,524,asserted-only
CLAIM-0217,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,531,proof-block-present
CLAIM-0218,theorem,thm:6.4,\begin{theorem}[Functoriality of $\mathbf{F}$],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,542,asserted-only
CLAIM-0219,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,553,proof-block-present
CLAIM-0220,lemma,lem:6.5,\begin{lemma}[Faithfulness of $\mathbf{F}$],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,570,asserted-only
CLAIM-0221,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,583,proof-block-present
CLAIM-0222,definition,def:6.11,\begin{definition}[Unitary Equivalence of Cognitive Systems],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,609,asserted-only
CLAIM-0223,theorem,thm:6.5,\begin{theorem}[Unitary Equivalence is a Congruence],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,626,asserted-only
CLAIM-0224,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,647,proof-block-present
CLAIM-0225,proposition,prop:6.1,\begin{proposition}[CIIR Representation Theorem Revisited],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,693,asserted-only
CLAIM-0226,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,701,proof-block-present
CLAIM-0227,definition,def:6.12,\begin{definition}[Natural Transformation between Interface Maps],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,727,asserted-only
CLAIM-0228,definition,def:6.13,\begin{definition}[Vertical Composition of Natural Transformations],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,754,asserted-only
CLAIM-0229,definition,def:6.14,\begin{definition}[Horizontal Composition of Natural Transformations],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,765,asserted-only
CLAIM-0230,theorem,thm:6.6,\begin{theorem}[Natural Transformations form a Category],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,781,asserted-only
CLAIM-0231,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,790,proof-block-present
CLAIM-0232,lemma,lem:6.6,\begin{lemma}[Natural Isomorphisms in the Functor Category],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,826,asserted-only
CLAIM-0233,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,836,proof-block-present
CLAIM-0234,proposition,prop:6.2,\begin{proposition}[Interface Map Deformation],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,849,asserted-only
CLAIM-0235,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,870,proof-block-present
CLAIM-0236,definition,def:6.15,\begin{definition}[Tensor Product in $\mathbf{CogSys}$],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,894,asserted-only
CLAIM-0237,definition,def:6.16,\begin{definition}[Unit Object in $\mathbf{CogSys}$],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,934,asserted-only
CLAIM-0238,theorem,thm:6.7,\begin{theorem}[$\mathbf{CogSys}$ and $\mathbf{Hilb_{CIIR}}$ are,manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,951,asserted-only
CLAIM-0239,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,966,proof-block-present
CLAIM-0240,lemma,lem:6.7,\begin{lemma}[Tensor Product of Morphisms],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1018,asserted-only
CLAIM-0241,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1030,proof-block-present
CLAIM-0242,lemma,lem:6.8,\begin{lemma}[Monoidal Coherence Isomorphism],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1053,asserted-only
CLAIM-0243,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1072,proof-block-present
CLAIM-0244,lemma,lem:6.9,\begin{lemma}[Unit Coherence Isomorphism],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1108,asserted-only
CLAIM-0245,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1118,proof-block-present
CLAIM-0246,theorem,thm:6.8,\begin{theorem}[$\mathbf{F}$ is a Strong Symmetric Monoidal Functor],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1124,asserted-only
CLAIM-0247,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1150,proof-block-present
CLAIM-0248,proposition,prop:6.3,\begin{proposition}[Tensor Product Preserves Probabilistic Interpretation],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1186,asserted-only
CLAIM-0249,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1206,proof-block-present
CLAIM-0250,proposition,prop:6.4,\begin{proposition}[Representation Theorem for Entangled States],manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1222,asserted-only
CLAIM-0251,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch06_representation_theory.tex,1244,proof-block-present
CLAIM-0252,definition,def:7.1,\begin{definition}[Hamiltonian Superoperator],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,84,asserted-only
CLAIM-0253,lemma,lem:7.1,\begin{lemma}[Properties of $\CL_H$],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,103,asserted-only
CLAIM-0254,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,123,proof-block-present
CLAIM-0255,definition,def:7.2,\begin{definition}[Constraint Lindblad Operators],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,156,asserted-only
CLAIM-0256,lemma,lem:7.2,\begin{lemma}[Well-Definedness of the Lindblad Operators],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,179,asserted-only
CLAIM-0257,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,196,proof-block-present
CLAIM-0258,definition,def:7.3,\begin{definition}[Constraint Dissipator],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,221,asserted-only
CLAIM-0259,lemma,lem:7.3,\begin{lemma}[Properties of the Constraint Dissipator],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,236,asserted-only
CLAIM-0260,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,261,proof-block-present
CLAIM-0261,definition,def:7.4,\begin{definition}[Constraint Liouvillian],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,295,asserted-only
CLAIM-0262,theorem,thm:7.1,\begin{theorem}[Derivation of the CIIR Master Equation],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,307,asserted-only
CLAIM-0263,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,340,proof-block-present
CLAIM-0264,lemma,lem:7.4,\begin{lemma}[GKSL Structure Theorem — Bounded Case],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,399,asserted-only
CLAIM-0265,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,415,proof-block-present
CLAIM-0266,lemma,lem:7.5,\begin{lemma}[Uniqueness of Constraint Lindblad Operators],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,440,asserted-only
CLAIM-0267,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,457,proof-block-present
CLAIM-0268,theorem,thm:7.2,\begin{theorem}[CIIR Master Equation — Explicit Form],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,488,asserted-only
CLAIM-0269,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,528,proof-block-present
CLAIM-0270,definition,def:7.5,\begin{definition}[Quantum Dynamical Semigroup],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,547,asserted-only
CLAIM-0271,theorem,thm:7.3,\begin{theorem}[Well-Posedness of the CIIR Evolution],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,567,asserted-only
CLAIM-0272,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,591,proof-block-present
CLAIM-0273,definition,def:7.6,\begin{definition}[Constraint Equilibrium],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,646,asserted-only
CLAIM-0274,definition,def:7.7,\begin{definition}[Effective Temperature],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,653,asserted-only
CLAIM-0275,definition,def:7.8,\begin{definition}[Constraint Gibbs State],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,667,asserted-only
CLAIM-0276,theorem,thm:7.4,\begin{theorem}[Existence and Structure of Equilibrium States],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,678,asserted-only
CLAIM-0277,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,699,proof-block-present
CLAIM-0278,proposition,prop:7.1,\begin{proposition}[Approach to Equilibrium],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,756,asserted-only
CLAIM-0279,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,771,proof-block-present
CLAIM-0280,definition,def:7.9,\begin{definition}[Von Neumann Entropy],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,791,asserted-only
CLAIM-0281,definition,def:7.10,\begin{definition}[Constraint Entropy],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,802,asserted-only
CLAIM-0282,lemma,lem:7.6,\begin{lemma}[Properties of the Constraint Entropy],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,815,asserted-only
CLAIM-0283,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,828,proof-block-present
CLAIM-0284,definition,def:7.11,\begin{definition}[Entropy Production Rate],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,849,asserted-only
CLAIM-0285,theorem,thm:7.5,\begin{theorem}[Entropy Monotonicity — Second Law],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,858,asserted-only
CLAIM-0286,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,874,proof-block-present
CLAIM-0287,corollary,cor:7.1,\begin{corollary}[Lyapunov Function],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,917,asserted-only
CLAIM-0288,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,925,proof-block-present
CLAIM-0289,definition,def:7.12,\begin{definition}[Trace Distance],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,936,asserted-only
CLAIM-0290,definition,def:7.13,\begin{definition}[Information Current],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,947,asserted-only
CLAIM-0291,definition,def:7.14,\begin{definition}[Quantum Mutual Information],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,957,asserted-only
CLAIM-0292,theorem,thm:7.6,\begin{theorem}[Contraction of Distinguishability],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,968,asserted-only
CLAIM-0293,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,990,proof-block-present
CLAIM-0294,theorem,thm:7.7,\begin{theorem}[Data-Processing Inequality for CIIR],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1016,asserted-only
CLAIM-0295,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1038,proof-block-present
CLAIM-0296,proposition,prop:7.2,\begin{proposition}[Decoherence under CIIR Evolution],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1070,asserted-only
CLAIM-0297,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1084,proof-block-present
CLAIM-0298,proposition,prop:7.3,\begin{proposition}[Holevo Bound for Constraint-Encoded Information],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1101,asserted-only
CLAIM-0299,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1116,proof-block-present
CLAIM-0300,definition,def:7.15,\begin{definition}[Evolution Morphism],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1131,asserted-only
CLAIM-0301,definition,def:7.16,\begin{definition}[Dynamical CogSys Category],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1141,asserted-only
CLAIM-0302,proposition,prop:7.4,\begin{proposition}[Compatibility of Dynamics with the Functor],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1160,asserted-only
CLAIM-0303,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1173,proof-block-present
CLAIM-0304,definition,def:7.17,\begin{definition}[Time-Evolution Natural Transformation],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1185,asserted-only
CLAIM-0305,proposition,prop:7.5,\begin{proposition}[Naturality of Time Evolution],manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1193,asserted-only
CLAIM-0306,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch07_dynamics.tex,1206,proof-block-present
CLAIM-0307,definition,def:8.1,\begin{definition}[Constraint Observable],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,106,asserted-only
CLAIM-0308,definition,def:8.2,\begin{definition}[Spectral Measure of a Constraint Observable],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,118,asserted-only
CLAIM-0309,lemma,lem:8.1,\begin{lemma}[PVM Properties from Observable Algebra],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,132,asserted-only
CLAIM-0310,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,155,proof-block-present
CLAIM-0311,definition,def:8.3,\begin{definition}[CIIR Projection-Valued Measure (PVM)],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,172,asserted-only
CLAIM-0312,definition,def:8.4,\begin{definition}[CIIR POVM],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,188,asserted-only
CLAIM-0313,theorem,thm:8.1,\begin{theorem}[Construction of Measurement Operators from,manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,206,asserted-only
CLAIM-0314,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,230,proof-block-present
CLAIM-0315,definition,def:8.5,\begin{definition}[Measurement Probability Functional],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,285,asserted-only
CLAIM-0316,lemma,lem:8.2,\begin{lemma}[Probability Measure Properties],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,297,asserted-only
CLAIM-0317,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,313,proof-block-present
CLAIM-0318,definition,def:8.6,\begin{definition}[Interface-Induced State],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,333,asserted-only
CLAIM-0319,theorem,thm:8.2,\begin{theorem}[Derivation of the Born Rule],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,345,asserted-only
CLAIM-0320,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,371,proof-block-present
CLAIM-0321,corollary,cor:8.1,\begin{corollary}[Born Rule for Discrete Spectra],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,411,asserted-only
CLAIM-0322,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,427,proof-block-present
CLAIM-0323,definition,def:8.7,\begin{definition}[Measurement Instrument],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,443,asserted-only
CLAIM-0324,lemma,lem:8.3,\begin{lemma}[Properties of the Measurement Instrument],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,456,asserted-only
CLAIM-0325,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,477,proof-block-present
CLAIM-0326,theorem,thm:8.3,\begin{theorem}[Measurement Update Rule],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,496,asserted-only
CLAIM-0327,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,520,proof-block-present
CLAIM-0328,definition,def:8.8,\begin{definition}[Non-Selective Measurement Map],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,552,asserted-only
CLAIM-0329,lemma,lem:8.4,\begin{lemma}[CPTP Property of Non-Selective Measurement],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,562,asserted-only
CLAIM-0330,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,576,proof-block-present
CLAIM-0331,definition,def:8.9,\begin{definition}[Distortion Map],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,604,asserted-only
CLAIM-0332,definition,def:8.10,\begin{definition}[Distinguishability Metrics],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,624,asserted-only
CLAIM-0333,theorem,thm:8.4,\begin{theorem}[Distortion Contraction Bound],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,637,asserted-only
CLAIM-0334,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,664,proof-block-present
CLAIM-0335,corollary,cor:8.2,\begin{corollary}[Flat Constraint Limit],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,749,asserted-only
CLAIM-0336,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,760,proof-block-present
CLAIM-0337,definition,def:8.11,\begin{definition}[Distortion Kernel],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,770,asserted-only
CLAIM-0338,lemma,lem:8.5,\begin{lemma}[Dimension Deficit],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,792,asserted-only
CLAIM-0339,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,800,proof-block-present
CLAIM-0340,theorem,thm:8.5,\begin{theorem}[Non-Invertibility of the Distortion Map],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,814,asserted-only
CLAIM-0341,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,835,proof-block-present
CLAIM-0342,proposition,prop:8.1,\begin{proposition}[Quantitative Non-Invertibility],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,870,asserted-only
CLAIM-0343,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,887,proof-block-present
CLAIM-0344,definition,def:8.12,\begin{definition}[Superposition State],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,912,asserted-only
CLAIM-0345,lemma,lem:8.6,\begin{lemma}[Normalisation of Superposition States],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,925,asserted-only
CLAIM-0346,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,931,proof-block-present
CLAIM-0347,definition,def:8.13,\begin{definition}[Interference Term],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,938,asserted-only
CLAIM-0348,theorem,thm:8.6,\begin{theorem}[Interference from Non-Commutativity],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,948,asserted-only
CLAIM-0349,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,985,proof-block-present
CLAIM-0350,proposition,prop:8.2,\begin{proposition}[Interference and Constraint Curvature],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1032,asserted-only
CLAIM-0351,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1053,proof-block-present
CLAIM-0352,definition,def:8.14,\begin{definition}[Measurement Context],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1077,asserted-only
CLAIM-0353,definition,def:8.15,\begin{definition}[Context-Dependent Probability],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1091,asserted-only
CLAIM-0354,lemma,lem:8.7,\begin{lemma}[Context-Independent Marginals],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1109,asserted-only
CLAIM-0355,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1117,proof-block-present
CLAIM-0356,definition,def:8.16,\begin{definition}[Joint Outcome Probability],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1132,asserted-only
CLAIM-0357,theorem,thm:8.7,\begin{theorem}[Contextuality from Constraint Algebra],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1147,asserted-only
CLAIM-0358,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1172,proof-block-present
CLAIM-0359,proposition,prop:8.3,\begin{proposition}[Classical Limit: No Contextuality],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1217,asserted-only
CLAIM-0360,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1231,proof-block-present
CLAIM-0361,definition,def:8.17,\begin{definition}[Measurement-Dynamical Composition],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1257,asserted-only
CLAIM-0362,theorem,thm:8.8,\begin{theorem}[Measurement-Dynamics Compatibility],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1269,asserted-only
CLAIM-0363,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1300,proof-block-present
CLAIM-0364,definition,def:8.18,\begin{definition}[Measurement-Equipped Cognitive System],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1342,asserted-only
CLAIM-0365,definition,def:8.19,\begin{definition}[Measurement Morphism],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1356,asserted-only
CLAIM-0366,definition,def:8.20,\begin{definition}[Category $\mathbf{CogSys}_{\mathrm{meas}}$],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1372,asserted-only
CLAIM-0367,theorem,thm:8.9,\begin{theorem}[Functoriality of Distortion],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1388,asserted-only
CLAIM-0368,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1411,proof-block-present
CLAIM-0369,definition,def:8.21,\begin{definition}[Generalised Measurement Instrument],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1436,asserted-only
CLAIM-0370,lemma,lem:8.8,\begin{lemma}[POVM from Interface Map Dilation],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1452,asserted-only
CLAIM-0371,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1474,proof-block-present
CLAIM-0372,proposition,prop:8.4,\begin{proposition}[Non-Projective Measurements and Distortion],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1485,asserted-only
CLAIM-0373,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1499,proof-block-present
CLAIM-0374,definition,def:8.22,\begin{definition}[Distortion Entropy],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1515,asserted-only
CLAIM-0375,proposition,prop:8.5,\begin{proposition}[Monotonicity of Distortion Entropy],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1527,asserted-only
CLAIM-0376,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1546,proof-block-present
CLAIM-0377,proposition,prop:8.6,\begin{proposition}[Distortion Entropy Bound],manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1567,asserted-only
CLAIM-0378,proof,,\begin{proof},manuscripts/ciir_monograph/chapters/ch08_measurement_theory.tex,1577,proof-block-present
CLAIM-0379,definition,def:theory-tuple,\begin{definition}[CIIR Theory Tuple],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,64,asserted-only
CLAIM-0380,definition,def:density,\begin{definition}[Density Operator Construction],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,90,asserted-only
CLAIM-0381,definition,def:operator-algebra,\begin{definition}[Operator Algebra],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,103,asserted-only
CLAIM-0382,theorem,thm:loss,\begin{theorem}[CIIR Loss Functional],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,123,asserted-only
CLAIM-0383,proof,,\begin{proof},manuscripts/ciir_monograph/ciir_quasim_formalization.tex,135,proof-block-present
CLAIM-0384,proposition,prop:gradient,\begin{proposition}[Gradient of the Loss],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,164,asserted-only
CLAIM-0385,definition,def:proj-grad,\begin{definition}[Projected Gradient Dynamics],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,181,asserted-only
CLAIM-0386,definition,def:strang,\begin{definition}[Strang Splitting],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,194,asserted-only
CLAIM-0387,proposition,prop:stability,\begin{proposition}[Stability],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,207,asserted-only
CLAIM-0388,definition,def:tensor-layout,\begin{definition}[Tensor Layout],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,220,asserted-only
CLAIM-0389,definition,def:contractions,\begin{definition}[Core Tensor Contractions],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,238,asserted-only
CLAIM-0390,definition,def:modules,\begin{definition}[Module Structure],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,261,asserted-only
CLAIM-0391,definition,def:api,\begin{definition}[Core API],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,283,asserted-only
CLAIM-0392,definition,def:hcal,\begin{definition}[HCAL Bridge],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,309,asserted-only
CLAIM-0393,definition,def:qstack,\begin{definition}[qstack Bridge],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,323,asserted-only
CLAIM-0394,definition,def:qnx,\begin{definition}[qnx Bridge],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,334,asserted-only
CLAIM-0395,theorem,thm:noncomm,\begin{theorem}[Non-Commutative Measurement Effects],manuscripts/ciir_monograph/ciir_quasim_formalization.tex,352,asserted-only
CLAIM-0396,proof,,\begin{proof},manuscripts/ciir_monograph/ciir_quasim_formalization.tex,360,proof-block-present
